tconst	titleType	primaryTitle	startYear	averageRating	numVotes
tt1431045	movie	Deadpool	2016	8.0	1115801
tt14392248	tvSeries	Aspirants	2021	9.2	310157
tt1439629	tvSeries	Community	2009	8.5	290852
tt14403178	tvSeries	Beef	2023	8.0	130504
tt1442437	tvSeries	Modern Family	2009	8.5	477814
tt1442449	tvSeries	Spartacus	2010	8.5	255493
tt14452776	tvSeries	The Bear	2022	8.6	201815
tt1446192	movie	Rise of the Guardians	2012	7.2	191441
tt1453405	movie	Monsters University	2013	7.2	387081
tt1454029	movie	The Help	2011	8.1	489600
tt1454468	movie	Gravity	2013	7.7	859660
tt1457767	movie	The Conjuring	2013	7.5	550896
tt1458175	movie	The Next Three Days	2010	7.3	205746
tt14650074	tvSeries	Dhindora	2021	8.8	121769
tt1465522	movie	Tucker and Dale vs Evil	2010	7.5	192492
tt14688458	tvSeries	Silo	2023	8.1	113786
tt1474684	tvSeries	Luther	2010	8.4	153420
tt1475582	tvSeries	Sherlock	2010	9.1	990035
tt14849194	movie	The Holdovers	2023	8.0	110566
tt1485796	movie	The Greatest Showman	2017	7.5	308483
tt1486217	tvSeries	Archer	2009	8.6	165004
tt1488589	movie	Guillermo del Toro's Pinocchio	2022	7.6	111488
tt1489428	tvSeries	Justified	2010	8.6	117581
tt1489887	movie	Booksmart	2019	7.1	130091
tt1490017	movie	The Lego Movie	2014	7.7	385950
tt1504320	movie	The King's Speech	2010	8.0	705500
tt15097216	movie	Jai Bhim	2021	8.7	216120
tt1515091	movie	Sherlock Holmes: A Game of Shadows	2011	7.4	478127
tt1517451	movie	A Star Is Born	2018	7.6	416210
tt1520211	tvSeries	The Walking Dead	2010	8.1	1073008
tt15239678	movie	Dune: Part Two	2024	9.0	123387
tt1527186	movie	Melancholia	2011	7.1	194682
tt15327088	movie	Kantara	2022	8.2	102293
tt1535109	movie	Captain Phillips	2013	7.8	489637
tt15398776	movie	Oppenheimer	2023	8.4	661489
tt1542344	movie	127 Hours	2010	7.5	399032
tt1548850	tvSeries	Misfits	2009	8.2	106830
tt1560747	movie	The Master	2012	7.1	185314
tt1567432	tvSeries	Teen Wolf	2011	7.7	162133
tt1568346	movie	The Girl with the Dragon Tattoo	2011	7.8	492123
tt1568911	movie	War Horse	2011	7.2	164999
tt1568921	movie	The Secret World of Arrietty	2010	7.6	103210
tt1570728	movie	Crazy, Stupid, Love.	2011	7.4	560087
tt1578873	tvSeries	Pretty Little Liars	2010	7.4	177435
tt1586680	tvSeries	Shameless	2011	8.5	280319
tt1588170	movie	I Saw the Devil	2010	7.8	144975
tt1596343	movie	Fast Five	2011	7.3	405217
tt1596363	movie	The Big Short	2015	7.8	479732
tt1602620	movie	Amour	2012	7.9	105238
tt1605783	movie	Midnight in Paris	2011	7.6	448013
tt1606375	tvSeries	Downton Abbey	2010	8.7	223138
tt1614989	movie	Headhunters	2011	7.5	106610
tt1615147	movie	Margin Call	2011	7.1	143259
tt16277242	movie	Society of the Snow	2023	7.8	112718
tt1628033	tvSeries	Top Gear	2002	8.7	125990
tt1630029	movie	Avatar: The Way of Water	2022	7.6	486581
tt1631867	movie	Edge of Tomorrow	2014	7.9	730894
tt1632701	tvSeries	Suits	2011	8.4	472890
tt1637727	tvSeries	The Killing	2011	8.3	122390
tt1638002	movie	Love, Rosie	2014	7.1	154435
tt1638355	movie	The Man from U.N.C.L.E.	2015	7.2	330226
tt16419074	movie	Air	2023	7.4	163913
tt1646971	movie	How to Train Your Dragon 2	2014	7.8	361408
tt1649419	movie	The Impossible	2012	7.5	242260
tt1655441	movie	The Age of Adaline	2015	7.2	201105
tt1655442	movie	The Artist	2011	7.9	248007
tt1659337	movie	The Perks of Being a Wallflower	2012	7.9	544746
tt1663202	movie	The Revenant	2015	8.0	867613
tt1670345	movie	Now You See Me	2013	7.2	703406
tt1675192	movie	Take Shelter	2011	7.3	107187
tt1675434	movie	The Intouchables	2011	8.5	921444
tt1677720	movie	Ready Player One	2018	7.4	480501
tt1690953	movie	Despicable Me 2	2013	7.3	423496
tt1692486	movie	Carnage	2011	7.1	132570
tt1695360	tvSeries	The Legend of Korra	2012	8.3	135051
tt1706620	movie	Snowpiercer	2013	7.1	386812
tt1707386	movie	Les Misérables	2012	7.5	344634
tt1714915	movie	Only Lovers Left Alive	2013	7.2	107630
tt1723811	movie	Shame	2011	7.2	205441
tt1727388	movie	The Way Way Back	2013	7.4	156405
tt1727824	movie	Bohemian Rhapsody	2018	7.9	587280
tt1740299	tvSeries	The Man in the High Castle	2015	7.9	110068
tt1745960	movie	Top Gun: Maverick	2022	8.2	680430
tt1748122	movie	Moonrise Kingdom	2012	7.8	365693
tt1751634	tvSeries	The Sandman	2022	7.7	168672
tt1772341	movie	Wreck-It Ralph	2012	7.7	455301
tt1790885	movie	Zero Dark Thirty	2012	7.4	317429
tt1796960	tvSeries	Homeland	2011	8.3	359435
tt1798684	movie	Southpaw	2015	7.3	256147
tt1798709	movie	Her	2013	8.0	664926
tt1800241	movie	American Hustle	2013	7.2	499037
tt1809398	movie	Unbroken	2014	7.2	181538
tt1817273	movie	The Place Beyond the Pines	2012	7.3	288544
tt1821549	movie	Nebraska	2013	7.7	122961
tt1825683	movie	Black Panther	2018	7.3	832062
tt1826940	tvSeries	New Girl	2011	7.8	243867
tt1830617	tvSeries	Grimm	2011	7.9	129865
tt1832382	movie	A Separation	2011	8.3	257220
tt1837492	tvSeries	13 Reasons Why	2017	7.5	313599
tt1837642	tvSeries	Revenge	2011	7.8	124615
tt1839492	movie	Ruby Sparks	2012	7.2	105157
tt1839578	tvSeries	Person of Interest	2011	8.5	187773
tt1843230	tvSeries	Once Upon a Time	2011	7.7	236059
tt1843866	movie	Captain America: The Winter Soldier	2014	7.7	894215
tt1844624	tvSeries	American Horror Story	2011	8.0	341438
tt1853728	movie	Django Unchained	2012	8.5	1679733
tt1855199	movie	End of Watch	2012	7.6	267147
tt1856010	tvSeries	House of Cards	2013	8.6	528524
tt1856101	movie	Blade Runner 2049	2017	8.0	652713
tt1860357	movie	Deepwater Horizon	2016	7.1	180821
tt1865718	tvSeries	Gravity Falls	2012	8.9	132775
tt1869454	tvSeries	Good Omens	2019	8.0	111356
tt1870479	tvSeries	The Newsroom	2012	8.6	123854
tt1872194	movie	The Judge	2014	7.4	200636
tt1877830	movie	The Batman	2022	7.8	774520
tt1877832	movie	X-Men: Days of Future Past	2014	7.9	741706
tt1878870	movie	The Edge of Seventeen	2016	7.3	139335
tt1895587	movie	Spotlight	2015	8.1	499236
tt1899353	movie	The Raid: Redemption	2011	7.6	216051
tt1907668	movie	Flight	2012	7.3	374605
tt1924396	movie	The Best Offer	2013	7.8	127866
tt1931533	movie	Seven Psychopaths	2012	7.1	272821
tt1935179	movie	Mud	2012	7.4	188028
tt1950186	movie	Ford v Ferrari	2019	8.1	459387
tt1951264	movie	The Hunger Games: Catching Fire	2013	7.5	716859
tt1954470	movie	Gangs of Wasseypur	2012	8.2	103245
tt1979320	movie	Rush	2013	8.1	509844
tt1979376	movie	Toy Story 4	2019	7.7	277675
tt1980929	movie	Begin Again	2013	7.4	166105
tt1981677	movie	Pitch Perfect	2012	7.1	328961
tt2005151	movie	War Dogs	2016	7.1	251052
tt2015381	movie	Guardians of the Galaxy	2014	8.0	1265950
tt2017109	tvSeries	Banshee	2013	8.4	122269
tt2024544	movie	12 Years a Slave	2013	8.1	737708
tt2042568	movie	Inside Llewyn Davis	2013	7.4	162590
tt2053463	movie	Side Effects	2013	7.1	196677
tt2066051	movie	Rocketman	2019	7.3	193060
tt2080374	movie	Steve Jobs	2015	7.2	177812
tt2084970	movie	The Imitation Game	2014	8.0	819912
tt2085059	tvSeries	Black Mirror	2011	8.7	633943
tt2096673	movie	Inside Out	2015	8.1	777978
tt2098220	tvSeries	Hunter x Hunter	2011	9.0	131102
tt2103281	movie	Dawn of the Planet of the Apes	2014	7.6	465462
tt2106476	movie	The Hunt	2012	8.3	361096
tt2119532	movie	Hacksaw Ridge	2016	8.1	587665
tt2140373	movie	Saving Mr. Banks	2013	7.5	169548
tt2140479	movie	The Accountant	2016	7.3	316885
tt2149175	tvSeries	The Americans	2013	8.4	110324
tt2170593	movie	St. Vincent	2014	7.2	108170
tt2179136	movie	American Sniper	2014	7.3	525526
tt2188671	tvSeries	Bates Motel	2013	8.1	116306
tt2191671	tvSeries	Elementary	2012	7.9	118353
tt2193021	tvSeries	Arrow	2012	7.5	444870
tt2194499	movie	About Time	2013	7.8	382875
tt2209418	movie	Before Midnight	2013	7.9	171182
tt2234222	tvSeries	Orphan Black	2013	8.3	116503
tt2243973	tvSeries	Hannibal	2013	8.5	274472
tt2245084	movie	Big Hero 6	2014	7.8	497533
tt2249364	tvSeries	Broadchurch	2013	8.4	125959
tt2250912	movie	Spider-Man: Homecoming	2017	7.4	713768
tt2261227	tvSeries	Altered Carbon	2018	7.9	187307
tt2265171	movie	The Raid 2	2014	7.9	130727
tt2267968	movie	Kung Fu Panda 3	2016	7.1	183067
tt2267998	movie	Gone Girl	2014	8.1	1059237
tt2277860	movie	Finding Dory	2016	7.2	300916
tt2278388	movie	The Grand Budapest Hotel	2014	8.1	880133
tt2278871	movie	Blue Is the Warmest Colour	2013	7.7	162207
tt2294189	tvSeries	The Fall	2013	8.1	118447
tt2294629	movie	Frozen	2013	7.4	660292
tt2305051	movie	Wild	2014	7.1	137967
tt2306299	tvSeries	Vikings	2013	8.5	576534
tt2310332	movie	The Hobbit: The Battle of the Five Armies	2014	7.4	567874
tt2334873	movie	Blue Jasmine	2013	7.3	211898
tt2338151	movie	PK	2014	8.1	200258
tt2356777	tvSeries	True Detective	2014	8.9	646964
tt2357547	tvSeries	Jessica Jones	2015	7.9	225772
tt2361509	movie	The Intern	2015	7.1	272255
tt2364582	tvSeries	Agents of S.H.I.E.L.D.	2013	7.5	225225
tt2372162	tvSeries	Orange Is the New Black	2013	8.0	318771
tt2375692	tvSeries	Black Sails	2014	8.2	112129
tt2380307	movie	Coco	2017	8.4	582960
tt2381111	movie	Brooklyn	2015	7.5	149656
tt2381249	movie	Mission: Impossible - Rogue Nation	2015	7.4	408494
tt2382320	movie	No Time to Die	2021	7.3	441338
tt23849204	movie	12th Fail	2023	9.1	101826
tt2386490	movie	How to Train Your Dragon: The Hidden World	2019	7.4	148678
tt2395427	movie	Avengers: Age of Ultron	2015	7.3	916160
tt2397535	movie	Predestination	2014	7.4	302772
tt2402927	movie	Carol	2015	7.3	141523
tt2403776	tvSeries	Shadow and Bone	2021	7.5	113904
tt2431286	movie	Philomena	2013	7.6	103545
tt2431438	tvSeries	Sense8	2015	8.2	162262
tt2442560	tvSeries	Peaky Blinders	2013	8.8	638646
tt2467372	tvSeries	Brooklyn Nine-Nine	2013	8.4	356726
tt2488496	movie	Star Wars: Episode VII - The Force Awakens	2015	7.8	969644
tt2494362	movie	Bone Tomahawk	2015	7.1	116773
tt2531336	tvSeries	Lupin	2021	7.5	136814
tt2543164	movie	Arrival	2016	7.9	759534
tt2543472	movie	Wonder	2017	7.9	177207
tt2560140	tvSeries	Attack on Titan	2013	9.1	500019
tt2562232	movie	Birdman or (The Unexpected Virtue of Ignorance)	2014	7.7	663333
tt2575988	tvSeries	Silicon Valley	2014	8.5	164559
tt2582496	movie	Me and Earl and the Dying Girl	2015	7.7	137688
tt2582782	movie	Hell or High Water	2016	7.6	250708
tt2582802	movie	Whiplash	2014	8.5	975838
tt2582846	movie	The Fault in Our Stars	2014	7.7	399104
tt2584384	movie	Jojo Rabbit	2019	7.9	436730
tt2628232	tvSeries	Penny Dreadful	2014	8.2	130344
tt2631186	movie	Baahubali: The Beginning	2015	8.0	136215
tt2632424	tvSeries	The Originals	2013	8.3	146780
tt2661044	tvSeries	The 100	2014	7.6	273552
tt2671706	movie	Fences	2016	7.2	117304
tt2674426	movie	Me Before You	2016	7.4	284220
tt2692904	movie	Locke	2013	7.1	158805
tt2699128	tvSeries	The Leftovers	2014	8.3	111170
tt2707408	tvSeries	Narcos	2015	8.8	466204
tt2713180	movie	Fury	2014	7.6	542073
tt2719848	movie	Everest	2015	7.1	231069
tt2741602	tvSeries	The Blacklist	2013	7.9	277474
tt2763304	movie	T2 Trainspotting	2017	7.2	132238
tt2771200	movie	Beauty and the Beast	2017	7.1	332550
tt2802144	movie	Kingsman: The Secret Service	2014	7.7	711596
tt2802850	tvSeries	Fargo	2014	8.9	417171
tt2820852	movie	Furious 7	2015	7.1	412923
tt2861424	tvSeries	Rick and Morty	2013	9.1	595292
tt2866360	movie	Coherence	2013	7.2	144466
tt2872718	movie	Nightcrawler	2014	7.8	599750
tt2883512	movie	Chef	2014	7.3	230261
tt2884206	movie	I Origins	2014	7.3	133001
tt2906216	movie	Dungeons & Dragons: Honor Among Thieves	2023	7.3	219991
tt2911666	movie	John Wick	2014	7.4	733865
tt2948356	movie	Zootopia	2016	8.0	541580
tt2948372	movie	Soul	2020	8.0	375026
tt2953050	movie	Encanto	2021	7.2	258455
tt2980516	movie	The Theory of Everything	2014	7.7	479440
tt3006802	tvSeries	Outlander	2014	8.4	177799
tt3011894	movie	Wild Tales	2014	8.1	214658
tt3032476	tvSeries	Better Call Saul	2015	9.0	637865
tt3040964	movie	The Jungle Book	2016	7.4	290854
tt3065204	movie	The Conjuring 2	2016	7.3	298075
tt3076658	movie	Creed	2015	7.6	309072
tt3107288	tvSeries	The Flash	2014	7.5	367037
tt3170832	movie	Room	2015	8.1	447489
tt3183660	movie	Fantastic Beasts and Where to Find Them	2016	7.2	505104
tt3205802	tvSeries	How to Get Away with Murder	2014	8.1	165449
tt3228774	movie	Cruella	2021	7.3	262940
tt3230854	tvSeries	The Expanse	2015	8.5	170490
tt3263904	movie	Sully	2016	7.4	296142
tt3281548	movie	Little Women	2019	7.8	241516
tt3315342	movie	Logan	2017	8.1	824055
tt3316960	movie	Still Alice	2014	7.5	142881
tt3322312	tvSeries	Daredevil	2015	8.6	471630
tt3322314	tvSeries	Luke Cage	2016	7.2	138979
tt3322364	movie	Concussion	2015	7.1	100269
tt3397884	movie	Sicario	2015	7.7	470060
tt3398228	tvSeries	BoJack Horseman	2014	8.8	185858
tt3416742	movie	What We Do in the Shadows	2014	7.6	198985
tt3450958	movie	War for the Planet of the Apes	2017	7.4	279544
tt3460252	movie	The Hateful Eight	2015	7.8	654333
tt3464902	movie	The Lobster	2015	7.1	290751
tt3470600	movie	Sing	2016	7.1	189576
tt3488710	movie	The Walk	2015	7.3	134995
tt3498820	movie	Captain America: Civil War	2016	7.8	844368
tt3501632	movie	Thor: Ragnarok	2017	7.9	810588
tt3521126	movie	The Disaster Artist	2017	7.3	163409
tt3521164	movie	Moana	2016	7.6	373974
tt3526078	tvSeries	Schitt's Creek	2015	8.5	143814
tt3532216	movie	American Made	2017	7.1	206266
tt3544112	movie	Sing Street	2016	7.9	100447
tt3553976	movie	Captain Fantastic	2016	7.8	233570
tt3581920	tvSeries	The Last of Us	2023	8.7	504829
tt3606756	movie	Incredibles 2	2018	7.5	328254
tt3640424	movie	Allied	2016	7.1	168475
tt3647998	tvSeries	Taboo	2017	8.3	148133
tt3659388	movie	The Martian	2015	8.0	915986
tt3682448	movie	Bridge of Spies	2015	7.6	326428
tt3704428	movie	Elvis	2022	7.3	230318
tt3741834	movie	Lion	2016	8.0	249642
tt3748528	movie	Rogue One: A Star Wars Story	2016	7.8	682107
tt3749900	tvSeries	Gotham	2014	7.8	239893
tt3774114	movie	Snowden	2016	7.3	162077
tt3783958	movie	La La Land	2016	8.0	660922
tt3799694	movie	The Nice Guys	2016	7.4	368852
tt3890160	movie	Baby Driver	2017	7.5	602755
tt3896198	movie	Guardians of the Galaxy Vol. 2	2017	7.6	754087
tt3915174	movie	Puss in Boots: The Last Wish	2022	7.8	170929
tt3920596	tvSeries	Big Little Lies	2017	8.4	222549
tt3967856	movie	Okja	2017	7.3	131427
tt4016934	movie	The Handmaiden	2016	8.1	170430
tt4034228	movie	Manchester by the Sea	2016	7.8	310292
tt4052886	tvSeries	Lucifer	2016	8.1	352947
tt4116284	movie	The Lego Batman Movie	2017	7.3	171019
tt4154756	movie	Avengers: Infinity War	2018	8.4	1190652
tt4154796	movie	Avengers: Endgame	2019	8.4	1253001
tt4158110	tvSeries	Mr. Robot	2015	8.5	415468
tt4160708	movie	Don't Breathe	2016	7.1	298206
tt4172430	movie	13 Hours	2016	7.3	159179
tt4179452	tvSeries	The Last Kingdom	2015	8.5	163973
tt4209788	movie	Molly's Game	2017	7.4	186086
tt4236770	tvSeries	Yellowstone	2018	8.7	213546
tt4244994	movie	The Last Duel	2021	7.4	179857
tt4270492	tvSeries	Billions	2016	8.3	108634
tt4276820	movie	The Founder	2016	7.2	174681
tt4302938	movie	Kubo and the Two Strings	2016	7.7	137829
tt4364194	movie	The Peanut Butter Falcon	2019	7.6	101721
tt4425200	movie	John Wick: Chapter 2	2017	7.4	507586
tt4481414	movie	Gifted	2017	7.6	129229
tt4508902	tvSeries	One Punch Man	2015	8.7	183785
tt4513678	movie	Ghostbusters: Afterlife	2021	7.1	210616
tt4550098	movie	Nocturnal Animals	2016	7.5	302450
tt4555426	movie	Darkest Hour	2017	7.4	219019
tt4572514	movie	Patriots Day	2016	7.3	111809
tt4574334	tvSeries	Stranger Things	2016	8.7	1321430
tt4633694	movie	Spider-Man: Into the Spider-Verse	2018	8.4	661968
tt4635282	tvSeries	The OA	2016	7.8	114937
tt4686844	movie	The Death of Stalin	2017	7.3	112501
tt4698684	movie	Hunt for the Wilderpeople	2016	7.8	140856
tt4729430	movie	Klaus	2019	8.2	187485
tt4786824	tvSeries	The Crown	2016	8.6	254287
tt4846232	movie	Good Time	2017	7.3	139029
tt4846340	movie	Hidden Figures	2016	7.8	253142
tt4849438	movie	Baahubali 2: The Conclusion	2017	8.2	113583
tt4857264	movie	The Invisible Guest	2016	8.0	191210
tt4873118	movie	The Covenant	2023	7.5	156440
tt4912910	movie	Mission: Impossible - Fallout	2018	7.7	375563
tt4925292	movie	Lady Bird	2017	7.4	324555
tt4955642	tvSeries	The Good Place	2016	8.2	186773
tt4972582	movie	Split	2016	7.3	545626
tt4975722	movie	Moonlight	2016	7.4	329483
tt5013056	movie	Dunkirk	2017	7.8	732750
tt5027774	movie	Three Billboards Outside Ebbing, Missouri	2017	8.1	550810
tt5052448	movie	Get Out	2017	7.8	688218
tt5052474	movie	Sicario: Day of the Soldado	2018	7.1	165118
tt5057054	tvSeries	Tom Clancy's Jack Ryan	2018	8.0	174066
tt5071412	tvSeries	Ozark	2017	8.5	343265
tt5074352	movie	Dangal	2016	8.3	208630
tt5083738	movie	The Favourite	2018	7.5	227682
tt5104604	movie	Isle of Dogs	2018	7.8	189399
tt5109280	movie	Raya and the Last Dragon	2021	7.3	170031
tt5164432	movie	Love, Simon	2018	7.5	124783
tt5171438	tvSeries	Star Trek: Discovery	2017	7.1	132062
tt5180504	tvSeries	The Witcher	2019	8.0	565580
tt5189670	tvSeries	Making a Murderer	2015	8.5	102289
tt5232792	tvSeries	Lost in Space	2018	7.3	105174
tt5290382	tvSeries	Mindhunter	2017	8.6	331483
tt5296406	tvSeries	Designated Survivor	2016	7.4	103407
tt5311514	movie	Your Name.	2016	8.4	314939
tt5348176	tvSeries	Barry	2018	8.4	120837
tt5362988	movie	Wind River	2017	7.7	278606
tt5363618	movie	Sound of Metal	2019	7.7	148650
tt5462602	movie	The Big Sick	2017	7.5	142944
tt5463162	movie	Deadpool 2	2018	7.6	639050
tt5537002	movie	Killers of the Flower Moon	2023	7.7	214560
tt5555260	tvSeries	This Is Us	2016	8.7	157638
tt5580036	movie	I, Tonya	2017	7.5	240736
tt5580390	movie	The Shape of Water	2017	7.3	445172
tt5606664	movie	Doctor Sleep	2019	7.3	216600
tt5649144	movie	The Florida Project	2017	7.6	127192
tt5675620	tvSeries	The Punisher	2017	8.4	262523
tt5687612	tvSeries	Fleabag	2016	8.7	197453
tt5700672	movie	Train to Busan	2016	7.6	254772
tt5726616	movie	Call Me by Your Name	2017	7.8	310589
tt5727208	movie	Uncut Gems	2019	7.4	315173
tt5753856	tvSeries	Dark	2017	8.7	438246
tt5776858	movie	Phantom Thread	2017	7.4	144403
tt5788792	tvSeries	The Marvelous Mrs. Maisel	2017	8.7	141612
tt5813916	movie	The Mountain II	2016	8.2	110136
tt5834204	tvSeries	The Handmaid's Tale	2017	8.4	256069
tt5971474	movie	The Little Mermaid	2023	7.2	153501
tt6048596	tvSeries	The Sinner	2017	7.9	137883
tt6146586	movie	John Wick: Chapter 3 - Parabellum	2019	7.4	421788
tt6155172	movie	Roma	2018	7.7	168968
tt6166392	movie	Wonka	2023	7.1	103520
tt6257970	tvSeries	The End of the F***ing World	2017	8.0	217515
tt6264654	movie	Free Guy	2021	7.1	419965
tt6266538	movie	Vice	2018	7.2	161331
tt6294822	movie	The Post	2017	7.2	161249
tt6315640	tvSeries	Atypical	2017	8.2	102638
tt6320628	movie	Spider-Man: Far from Home	2019	7.4	550419
tt6334354	movie	The Suicide Squad	2021	7.2	404429
tt6343314	movie	Creed II	2018	7.1	154324
tt6412452	movie	The Ballad of Buster Scruggs	2018	7.2	166617
tt6468322	tvSeries	Money Heist	2017	8.2	527242
tt6470478	tvSeries	The Good Doctor	2017	8.0	110988
tt6499752	movie	Upgrade	2018	7.5	204986
tt6628394	movie	Bad Times at the El Royale	2018	7.1	163585
tt6644200	movie	A Quiet Place	2018	7.5	578558
tt6710474	movie	Everything Everywhere All at Once	2022	7.8	521119
tt6723592	movie	Tenet	2020	7.3	583993
tt6741278	tvSeries	Invincible	2021	8.7	191885
tt6751668	movie	Parasite	2019	8.5	942264
tt6791350	movie	Guardians of the Galaxy Vol. 3	2023	7.9	372735
tt6966692	movie	Green Book	2018	8.2	560942
tt7016936	tvSeries	Killing Eve	2018	8.1	132413
tt7131622	movie	Once Upon a Time... in Hollywood	2019	7.6	836528
tt7146812	movie	Onward	2020	7.4	168267
tt7203552	tvSeries	The Morning Show	2019	8.2	128172
tt7221388	tvSeries	Cobra Kai	2018	8.5	202615
tt7286456	movie	Joker	2019	8.4	1465623
tt7322224	movie	Triangle of Sadness	2022	7.3	174217
tt7335184	tvSeries	You	2018	7.7	296240
tt7349662	movie	BlacKkKlansman	2018	7.5	289208
tt7395114	movie	The Devil All the Time	2020	7.1	151340
tt7401588	movie	Instant Family	2018	7.3	118524
tt7405458	movie	A Man Called Otto	2022	7.5	153999
tt7462410	tvSeries	The Wheel of Time	2021	7.2	135733
tt7493974	tvSeries	Bodyguard	2018	8.1	145763
tt7520794	tvSeries	Russian Doll	2019	7.7	106234
tt7569592	tvSeries	Chilling Adventures of Sabrina	2018	7.4	107453
tt7599146	movie	Sound of Freedom	2023	7.7	109837
tt7653254	movie	Marriage Story	2019	7.9	343499
tt7657124	tvSeries	The Heroes	2008	8.4	167748
tt7660850	tvSeries	Succession	2018	8.8	265663
tt7668870	movie	Searching	2018	7.6	179032
tt7767422	tvSeries	Sex Education	2019	8.3	347225
tt7784604	movie	Hereditary	2018	7.3	372906
tt7888964	movie	Nobody	2021	7.4	320308
tt7908628	tvSeries	What We Do in the Shadows	2019	8.6	100759
tt7979580	movie	The Mitchells vs. the Machines	2021	7.6	125287
tt7984734	movie	The Lighthouse	2019	7.4	251748
tt7984766	movie	The King	2019	7.3	150239
tt8009428	movie	Hustle	2022	7.3	142239
tt8108198	movie	Andhadhun	2018	8.2	101952
tt8110330	movie	Dil Bechara	2020	8.3	134495
tt8111088	tvSeries	The Mandalorian	2019	8.7	581077
tt8178634	movie	RRR	2022	7.8	165710
tt8267604	movie	Capernaum	2018	8.4	103752
tt8332922	movie	A Quiet Place Part II	2020	7.2	269547
tt8367814	movie	The Gentlemen	2019	7.8	386281
tt8398600	tvSeries	After Life	2019	8.4	151948
tt8404614	movie	The Two Popes	2019	7.6	132279
tt8503618	movie	Hamilton	2020	8.3	111808
tt8579674	movie	1917	2019	8.2	667111
tt8613070	movie	Portrait of a Lady on Fire	2019	8.1	107892
tt8721424	movie	tick, tick... BOOM!	2021	7.5	118698
tt8740790	tvSeries	Bridgerton	2020	7.4	165394
tt8772262	movie	Midsommar	2019	7.1	395801
tt8772296	tvSeries	Euphoria	2019	8.3	235255
tt8847712	movie	The French Dispatch	2021	7.1	148793
tt8946378	movie	Knives Out	2019	7.9	766639
tt9071322	movie	Dark Waters	2019	7.6	100147
tt9140554	tvSeries	Loki	2021	8.2	407219
tt9243946	movie	El Camino: A Breaking Bad Movie	2019	7.3	288442
tt9253284	tvSeries	Andor	2022	8.4	161644
tt9288030	tvSeries	Reacher	2022	8.1	202886
tt9319668	tvSeries	1899	2022	7.3	106773
tt9335498	tvSeries	Demon Slayer: Kimetsu no Yaiba	2019	8.6	143778
tt9362722	movie	Spider-Man: Across the Spider-Verse	2023	8.6	352654
tt9376612	movie	Shang-Chi and the Legend of the Ten Rings	2021	7.4	431134
tt9411972	movie	Where the Crawdads Sing	2022	7.2	117812
tt9484998	movie	Palm Springs	2020	7.4	180626
tt9495224	movie	Black Mirror: Bandersnatch	2018	7.1	135732
tt9561862	tvSeries	Love, Death & Robots	2019	8.4	194361
tt9603212	movie	Mission: Impossible - Dead Reckoning Part One	2023	7.7	236401
tt9620288	movie	King Richard	2021	7.5	134120
tt9620292	movie	Promising Young Woman	2020	7.5	209404
tt9764362	movie	The Menu	2022	7.2	383313
tt9770150	movie	Nomadland	2020	7.3	181108
